Promedio horarios de wspPromedio horarios de wsp
Fecha,Hora,ACO,AJU,ATI,CAM,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IMP,IZT,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL,
01-05-2007,23,nr,nr,nr,nr,nr,1.1,nr,nr,nr,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,0,0.3,0.4,nr,nr,nr,nr,nr,nr,0.3,nr,1.7,nr,nr,1.6,0.4,
01-05-2007,24,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,0.2,nr,nr,nr,nr,nr,0.4,nr,0.2,0.4,0.5,nr,nr,nr,nr,nr,nr,0.6,nr,2.2,nr,nr,0.5,0.9,
02-05-2007,1,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,0.3,nr,nr,nr,nr,nr,0.4,nr,0.3,0.2,0.4,nr,nr,nr,nr,nr,nr,0.3,nr,0.8,nr,nr,0.5,0.9,
02-05-2007,2,nr,nr,nr,nr,nr,1.9,nr,nr,nr,nr,0.4,nr,nr,nr,nr,nr,0.3,nr,0.4,0.4,0.1,nr,nr,nr,nr,nr,nr,0.4,nr,0.8,nr,nr,0.7,0.2,
02-05-2007,3,nr,nr,nr,nr,nr,2,nr,nr,nr,nr,0.3,nr,nr,nr,nr,nr,0.4,nr,0.1,0.3,0.4,nr,nr,nr,nr,nr,nr,0.1,nr,1.5,nr,nr,0.6,0.8,
02-05-2007,4,nr,nr,nr,nr,nr,2,nr,nr,nr,nr,0.4,nr,nr,nr,nr,nr,0.3,nr,0.4,0.3,0.3,nr,nr,nr,nr,nr,nr,0.1,nr,1.6,nr,nr,0.3,0.7,
02-05-2007,5,nr,nr,nr,nr,nr,2,nr,nr,nr,nr,0.6,nr,nr,nr,nr,nr,0.3,nr,0.4,0.2,0.4,nr,nr,nr,nr,nr,nr,0.3,nr,1.4,nr,nr,0.5,0.9,
02-05-2007,6,nr,nr,nr,nr,nr,1.6,nr,nr,nr,nr,0.5,nr,nr,nr,nr,nr,0.3,nr,0.3,0.3,0.5,nr,nr,nr,nr,nr,nr,0.6,nr,2.2,nr,nr,0.5,0.9,
02-05-2007,7,nr,nr,nr,nr,nr,1,nr,nr,nr,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,0.3,0.3,0.3,nr,nr,nr,nr,nr,nr,0.4,nr,2,nr,nr,0.4,1.1,
02-05-2007,8,nr,nr,nr,nr,nr,1.2,nr,nr,nr,nr,0.3,nr,nr,nr,nr,nr,0.4,nr,0.1,0.2,0.2,nr,nr,nr,nr,nr,nr,0.2,nr,0.8,nr,nr,0.5,0.3,
02-05-2007,9,nr,nr,nr,nr,nr,1.1,nr,nr,nr,nr,0.2,nr,nr,nr,nr,nr,0.2,nr,0.4,0.1,0.4,nr,nr,nr,nr,nr,nr,0.4,nr,1,nr,nr,0.3,0.4,
02-05-2007,10,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,0.3,nr,nr,nr,nr,nr,0.1,nr,0.7,0.3,0.3,nr,nr,nr,nr,nr,nr,0.5,nr,1.3,nr,nr,1,0.5,
02-05-2007,11,nr,nr,nr,nr,nr,0.8,nr,nr,nr,nr,0.6,nr,nr,nr,nr,nr,0.2,nr,0.8,0.2,0.3,nr,nr,nr,nr,nr,nr,0.4,nr,1.3,nr,nr,1.3,0.8,
02-05-2007,12,nr,nr,nr,nr,nr,0.8,nr,nr,nr,nr,0.8,nr,nr,nr,nr,nr,0.4,nr,0.6,0.4,0.3,nr,nr,nr,nr,nr,nr,0.4,nr,1.5,nr,nr,1.3,0.8,
02-05-2007,13,nr,nr,nr,nr,nr,0.5,nr,nr,nr,nr,0.9,nr,nr,nr,nr,nr,0.4,nr,0.6,0.3,0.2,nr,nr,nr,nr,nr,nr,0.3,nr,1.1,nr,nr,1.3,1.3,
02-05-2007,14,nr,nr,nr,nr,nr,1,nr,nr,nr,nr,0.8,nr,nr,nr,nr,nr,0.4,nr,0.9,0.6,0.6,nr,nr,nr,nr,nr,nr,0.6,nr,0.9,nr,nr,1.3,0.9,
02-05-2007,16,nr,nr,nr,nr,nr,2.2,nr,nr,nr,nr,0.8,nr,nr,nr,nr,nr,1.1,nr,0.8,0.5,0.5,nr,nr,nr,nr,nr,nr,nr,nr,2.7,nr,nr,1.3,0.9,
02-05-2007,17,nr,nr,nr,nr,nr,2.5,nr,nr,nr,nr,0.7,nr,nr,nr,nr,nr,2,nr,0.4,0.9,1.7,nr,nr,nr,nr,nr,nr,0.8,nr,3.3,nr,nr,0.6,2.2,
02-05-2007,18,nr,nr,nr,nr,nr,2.8,nr,nr,nr,nr,0.5,nr,nr,nr,nr,nr,1.4,nr,0.6,0.7,1.3,nr,nr,nr,nr,nr,nr,1.5,nr,2.5,nr,nr,1.8,2.4,
02-05-2007,19,nr,nr,nr,nr,nr,3.4,nr,nr,nr,nr,0.8,nr,nr,nr,nr,nr,1,nr,0.6,0.5,1.6,nr,nr,nr,nr,nr,nr,1.2,nr,1.3,nr,nr,1.3,2.3,
02-05-2007,20,nr,nr,nr,nr,nr,2.5,nr,nr,nr,nr,1.3,nr,nr,nr,nr,nr,1.3,nr,0.1,1.3,1.6,nr,nr,nr,nr,nr,nr,1.7,nr,2.5,nr,nr,1.8,2.4,
02-05-2007,21,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,1.2,nr,nr,nr,nr,nr,1.2,nr,0.1,1.3,1.1,nr,nr,nr,nr,nr,nr,0.9,nr,2.6,nr,nr,0.8,2.2,
02-05-2007,22,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,0.5,nr,nr,nr,nr,nr,0.4,nr,0.1,0.2,0.6,nr,nr,nr,nr,nr,nr,0.7,nr,2,nr,nr,0.6,0.4,
02-05-2007,23,nr,nr,nr,nr,nr,1,nr,nr,nr,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,0.3,0.4,0.9,nr,nr,nr,nr,nr,nr,0.3,nr,1.1,nr,nr,1.2,1.6,
02-05-2007,24,nr,nr,nr,nr,nr,1.8,nr,nr,nr,nr,0.4,nr,nr,nr,nr,nr,0.6,nr,0.2,0.6,0.8,nr,nr,nr,nr,nr,nr,0.5,nr,1.6,nr,nr,0.5,1.1,
03-05-2007,1,nr,nr,nr,nr,nr,2.6,nr,nr,nr,nr,0.6,nr,nr,nr,nr,nr,0.8,nr,0.1,0.3,nr,nr,nr,nr,nr,nr,nr,0.8,nr,4.1,nr,nr,0.3,0.9,
03-05-2007,2,nr,nr,nr,nr,nr,2.7,nr,nr,nr,nr,0.9,nr,nr,nr,nr,nr,1.4,nr,0.4,0.3,nr,nr,nr,nr,nr,nr,nr,0.8,nr,4.7,nr,nr,0.4,1.7,
03-05-2007,3,nr,nr,nr,nr,nr,2.9,nr,nr,nr,nr,0.8,nr,nr,nr,nr,nr,0.9,nr,0.3,0.2,nr,nr,nr,nr,nr,nr,nr,1.1,nr,2,nr,nr,0.1,2.2,
03-05-2007,4,nr,nr,nr,nr,nr,2.6,nr,nr,nr,nr,0.5,nr,nr,nr,nr,nr,0.8,nr,0.5,0.4,0.5,nr,nr,nr,nr,nr,nr,1.2,nr,1.5,nr,nr,0.8,1.4,
03-05-2007,5,nr,nr,nr,nr,nr,1.9,nr,nr,nr,nr,0.2,nr,nr,nr,nr,nr,0.6,nr,0.4,0.4,0.2,nr,nr,nr,nr,nr,nr,1.1,nr,1.3,nr,nr,1.1,0.8,
03-05-2007,6,nr,nr,nr,nr,nr,2,nr,nr,nr,nr,0.4,nr,nr,nr,nr,nr,0.5,nr,0.3,0.3,0.4,nr,nr,nr,nr,nr,nr,1,nr,1.9,nr,nr,0.5,0.8,
03-05-2007,7,nr,nr,nr,nr,nr,1.7,nr,nr,nr,nr,0.5,nr,nr,nr,nr,nr,0.4,nr,nr,0.3,0.4,nr,nr,nr,nr,nr,nr,0.8,nr,2.1,nr,nr,0.4,0.8,
03-05-2007,8,nr,nr,nr,nr,nr,1.3,nr,nr,nr,nr,0.3,nr,nr,nr,nr,nr,0.4,nr,nr,0.1,0.5,nr,nr,nr,nr,nr,nr,0.9,nr,0.7,nr,nr,0.3,0.7,
03-05-2007,9,nr,nr,nr,nr,nr,1.1,nr,nr,nr,nr,0.1,nr,nr,nr,nr,nr,0.6,nr,nr,0.2,0.5,nr,nr,nr,nr,nr,nr,0.8,nr,0.8,nr,nr,0.4,1.2,
03-05-2007,10,nr,nr,nr,nr,nr,1,nr,nr,nr,nr,0.3,nr,nr,nr,nr,nr,0.4,nr,0.6,0.4,0.7,nr,nr,nr,nr,nr,nr,0.6,nr,1.5,nr,nr,0.9,1.1,
03-05-2007,11,nr,nr,nr,nr,nr,1.4,nr,nr,nr,nr,0.4,nr,nr,nr,nr,nr,0.3,nr,0.5,0.3,0.5,nr,nr,nr,nr,nr,nr,0.5,nr,1.3,nr,nr,1.3,0.9,
03-05-2007,12,nr,nr,nr,nr,nr,1.1,nr,nr,nr,nr,0.8,nr,nr,nr,nr,nr,0.4,nr,0.4,0,0.3,nr,nr,nr,nr,nr,nr,0.4,nr,0.9,nr,nr,0.8,0.5,
03-05-2007,13,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,0.9,nr,nr,nr,nr,nr,0.5,nr,0.2,0.5,0.3,nr,nr,nr,nr,nr,nr,0.6,nr,1.3,nr,nr,0.9,0.6,
03-05-2007,14,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,1,nr,nr,nr,nr,nr,0.4,nr,0.4,0.4,0.5,nr,nr,nr,nr,nr,nr,0.5,nr,0.6,nr,nr,1,1.2,
03-05-2007,16,nr,nr,nr,nr,nr,1.8,nr,nr,nr,nr,0.7,nr,nr,nr,nr,nr,1.1,nr,0.4,0.6,1,nr,nr,nr,nr,nr,nr,1,nr,2.2,nr,nr,0.7,1,
03-05-2007,17,nr,nr,nr,nr,nr,2.5,nr,nr,nr,nr,1.1,nr,nr,nr,nr,nr,1.7,nr,0.8,1.1,1.2,nr,nr,nr,nr,nr,nr,1.5,nr,3,nr,nr,0.5,2.3,
03-05-2007,18,nr,nr,nr,nr,nr,2.7,nr,nr,nr,nr,1.1,nr,nr,nr,nr,nr,1.4,nr,0.9,1,1.5,nr,nr,nr,nr,nr,nr,1.8,nr,3.9,nr,nr,1.5,1.1,
03-05-2007,19,nr,nr,nr,nr,nr,2,nr,nr,nr,nr,0.5,nr,nr,nr,nr,nr,0.9,nr,0.6,0.9,1.3,nr,nr,nr,nr,nr,nr,1.3,nr,2.1,nr,nr,1.5,1.9,
03-05-2007,20,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.6,nr,nr,nr,nr,nr,1.1,nr,0.8,0.9,0.7,nr,nr,nr,nr,nr,nr,0.9,nr,3.3,nr,nr,1.4,1.1,
03-05-2007,21,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.5,nr,nr,nr,nr,nr,0.9,nr,0.3,0.4,0.8,nr,nr,nr,nr,nr,nr,1.1,nr,2.6,nr,nr,0.8,0.7,
03-05-2007,22,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.3,nr,nr,nr,nr,nr,0.6,nr,0.3,0.5,0.3,nr,nr,nr,nr,nr,nr,1.3,nr,1.3,nr,nr,1.3,0.8,
03-05-2007,23,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.2,nr,nr,nr,nr,nr,0.3,nr,0.2,0.5,0.2,nr,nr,nr,nr,nr,nr,0.9,nr,2.1,nr,nr,0.7,0.8,
03-05-2007,24,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.3,nr,nr,nr,nr,nr,0.3,nr,0.2,0.3,0.4,nr,nr,nr,nr,nr,nr,0.6,nr,1.3,nr,nr,nr,0.9,
04-05-2007,1,nr,nr,nr,nr,nr,1.1,nr,nr,nr,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,0.3,0.3,0.4,nr,nr,nr,nr,nr,nr,0.2,nr,1.3,nr,nr,0.4,0.9,
04-05-2007,2,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.3,nr,nr,nr,nr,nr,0.3,nr,0.4,0.4,0.5,nr,nr,nr,nr,nr,nr,0.1,nr,1.6,nr,nr,0.3,0.4,
04-05-2007,3,nr,nr,nr,nr,nr,1.3,nr,nr,nr,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,0.4,0.3,0.3,nr,nr,nr,nr,nr,nr,0.5,nr,2.1,nr,nr,0.7,nr,
04-05-2007,4,nr,nr,nr,nr,nr,1.3,nr,nr,nr,nr,0.5,nr,nr,nr,nr,nr,0.4,nr,0.4,0.4,0.4,nr,nr,nr,nr,nr,nr,0.7,nr,1.7,nr,nr,0.2,nr,
04-05-2007,5,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.5,nr,nr,nr,nr,nr,0.5,nr,0.3,nr,0.3,nr,nr,nr,nr,nr,nr,0.3,nr,1.5,nr,nr,0.5,nr,
04-05-2007,6,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.5,nr,nr,nr,nr,nr,0.3,nr,0.3,nr,0.3,nr,nr,nr,nr,nr,nr,0.3,nr,1.7,nr,nr,0.4,0.9,
04-05-2007,7,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,0.3,nr,nr,nr,nr,nr,0.4,nr,0.2,nr,0.1,nr,nr,nr,nr,nr,nr,0.4,nr,1.6,nr,nr,0.5,0.8,
04-05-2007,8,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.3,nr,nr,nr,nr,nr,0.2,nr,0,0.4,0.2,nr,nr,nr,nr,nr,nr,0.1,nr,1,nr,nr,0.2,0.2,
04-05-2007,9,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.3,nr,nr,nr,nr,nr,0.3,nr,0.3,0.2,0.1,nr,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,0.6,0.8,
04-05-2007,10,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,0.5,0.3,0,nr,nr,nr,nr,nr,nr,0.3,nr,nr,nr,nr,1.2,0.6,
04-05-2007,11,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,nr,0.5,nr,0.6,0.3,0.3,nr,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,1.2,1,
04-05-2007,12,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.5,nr,nr,nr,nr,nr,0.5,nr,0.7,0.5,0.3,nr,nr,nr,nr,nr,nr,0.3,nr,nr,nr,nr,1,1,
04-05-2007,13,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.8,nr,nr,nr,nr,nr,0.7,nr,0.5,0.4,0.1,nr,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,nr,0.7,
04-05-2007,14,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,0.5,nr,nr,nr,nr,nr,0.3,nr,0.9,0.4,0.4,nr,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,nr,0.8,
04-05-2007,16,nr,nr,nr,nr,nr,3.4,nr,nr,nr,nr,1.2,nr,nr,nr,nr,nr,1.3,nr,1.3,0.8,1.2,nr,nr,nr,nr,nr,nr,0.8,nr,nr,nr,nr,1.2,1.6,
04-05-2007,17,nr,nr,nr,nr,nr,3,nr,nr,nr,nr,1.3,nr,nr,nr,nr,nr,1.1,nr,1,1.1,1.6,nr,nr,nr,nr,nr,nr,1.3,nr,nr,nr,nr,1.3,2.2,
04-05-2007,18,nr,nr,nr,nr,nr,2.3,nr,nr,nr,nr,1,nr,nr,nr,nr,nr,1.2,nr,0.9,0.6,1.3,nr,nr,nr,nr,nr,nr,0.9,nr,nr,nr,nr,1,2,
04-05-2007,19,nr,nr,nr,nr,nr,1.9,nr,nr,nr,nr,1.2,nr,nr,nr,nr,nr,1.7,nr,0.8,1,1.4,nr,nr,nr,nr,nr,nr,1.4,nr,nr,nr,nr,1.5,2.4,
04-05-2007,20,nr,nr,nr,nr,nr,1.3,nr,nr,nr,nr,1.1,nr,nr,nr,nr,nr,0.7,nr,0.8,0.4,1.4,nr,nr,nr,nr,nr,nr,0.3,nr,nr,nr,nr,0.5,2,
04-05-2007,21,nr,nr,nr,nr,nr,0.8,nr,nr,nr,nr,0,nr,nr,nr,nr,nr,0.3,nr,0.5,0.3,0.3,nr,nr,nr,nr,nr,nr,0,nr,nr,nr,nr,1.4,0.7,
04-05-2007,22,nr,nr,nr,nr,nr,2.8,nr,nr,nr,nr,0.9,nr,nr,nr,nr,nr,1.2,nr,0.4,0.9,2.3,nr,nr,nr,nr,nr,nr,1.3,nr,nr,nr,nr,2,2.6,
04-05-2007,23,nr,nr,nr,nr,nr,3.2,nr,nr,nr,nr,1.2,nr,nr,nr,nr,nr,1.4,nr,1.2,1.2,1.4,nr,nr,nr,nr,nr,nr,1.6,nr,nr,nr,nr,0.8,2.4,
04-05-2007,24,nr,nr,nr,nr,nr,3.4,nr,nr,nr,nr,0.8,nr,nr,nr,nr,nr,0.9,nr,0.4,0.5,1.6,nr,nr,nr,nr,nr,nr,1.3,nr,nr,nr,nr,0.9,1.9,
05-05-2007,1,nr,nr,nr,nr,nr,1.3,nr,nr,nr,nr,0.8,nr,nr,nr,nr,nr,0.7,nr,0.3,0.4,0.4,nr,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,0.8,1.3,
05-05-2007,2,nr,nr,nr,nr,nr,1.1,nr,nr,nr,nr,0.3,nr,nr,nr,nr,nr,nr,nr,0.4,0.4,0.4,nr,nr,nr,nr,nr,nr,0.3,nr,nr,nr,nr,0.6,0.8,
05-05-2007,3,nr,nr,nr,nr,nr,0.8,nr,nr,nr,nr,0.2,nr,nr,nr,nr,nr,nr,nr,0.3,0.4,0.3,nr,nr,nr,nr,nr,nr,0.1,nr,nr,nr,nr,0.5,0.9,
05-05-2007,4,nr,nr,nr,nr,nr,0.6,nr,nr,nr,nr,0.1,nr,nr,nr,nr,nr,nr,nr,0.3,0.3,0.3,nr,nr,nr,nr,nr,nr,0.2,nr,nr,nr,nr,0.4,1,
05-05-2007,5,nr,nr,nr,nr,nr,0.6,nr,nr,nr,nr,0.4,nr,nr,nr,nr,nr,0.2,nr,0.3,0.3,0.2,nr,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,0.4,0.6,
05-05-2007,6,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,0.4,nr,nr,nr,nr,nr,0.1,nr,0.3,0.4,0.1,nr,nr,nr,nr,nr,nr,0.5,nr,nr,nr,nr,0.4,0.6,
05-05-2007,7,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,0.2,0.3,0.4,nr,nr,nr,nr,nr,nr,0.2,nr,nr,nr,nr,0.3,0.7,
05-05-2007,8,nr,nr,nr,nr,nr,0.5,nr,nr,nr,nr,0.2,nr,nr,nr,nr,nr,0.5,nr,0.4,0.2,0.3,nr,nr,nr,nr,nr,nr,0.5,nr,nr,nr,nr,0.1,0.7,
05-05-2007,9,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,0.5,nr,nr,nr,nr,nr,0.6,nr,0.4,0,0.4,nr,nr,nr,nr,nr,nr,0.6,nr,nr,nr,nr,0.8,0.8,
05-05-2007,10,nr,nr,nr,nr,nr,1.6,nr,nr,nr,nr,0.6,nr,nr,nr,nr,nr,nr,nr,0.3,0,0.4,nr,nr,nr,nr,nr,nr,0.5,nr,nr,nr,nr,0.8,0.8,
05-05-2007,11,nr,nr,nr,nr,nr,1.2,nr,nr,nr,nr,0.6,nr,nr,nr,nr,nr,nr,nr,0.5,0.2,0.4,nr,nr,nr,nr,nr,nr,0.5,nr,nr,nr,nr,0.5,0.8,
05-05-2007,12,nr,nr,nr,nr,nr,0.9,nr,nr,nr,nr,0.1,nr,nr,nr,nr,nr,nr,nr,0.7,0.2,0.3,nr,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,0.5,0.5,
05-05-2007,13,nr,nr,nr,nr,nr,1.1,nr,nr,nr,nr,0.3,nr,nr,nr,nr,nr,0.7,nr,0.4,0.4,0.5,nr,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,0.6,0.6,
05-05-2007,14,nr,nr,nr,nr,nr,1.9,nr,nr,nr,nr,0.4,nr,nr,nr,nr,nr,0.5,nr,0.4,0.3,0.4,nr,nr,nr,nr,nr,nr,0.9,nr,nr,nr,nr,1.6,0.7,
05-05-2007,16,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,1.2,nr,nr,nr,nr,nr,0.5,nr,0.4,0.3,2.3,nr,nr,nr,nr,nr,nr,1.4,nr,nr,nr,nr,2.5,2,
05-05-2007,17,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,1.6,nr,nr,nr,nr,nr,1.2,nr,1.1,1,1.7,nr,nr,nr,nr,nr,nr,2.1,nr,nr,nr,nr,2,1.6,
05-05-2007,18,nr,nr,nr,nr,nr,1,nr,nr,nr,nr,1,nr,nr,nr,nr,nr,0.9,nr,0.6,nr,1.6,nr,nr,nr,nr,nr,nr,1.3,nr,nr,nr,nr,0.8,2.3,
05-05-2007,19,nr,nr,nr,nr,nr,1.8,nr,nr,nr,nr,0.5,nr,nr,nr,nr,nr,0.5,nr,0.8,0.8,0.1,nr,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,1.2,0.9,
05-05-2007,20,nr,nr,nr,nr,nr,0.6,nr,nr,nr,nr,0.1,nr,nr,nr,nr,nr,0.2,nr,0.1,0.1,0.6,nr,nr,nr,nr,nr,nr,0.3,nr,nr,nr,nr,1,1.3,
05-05-2007,21,nr,nr,nr,nr,nr,0.8,nr,nr,nr,nr,0.4,nr,nr,nr,nr,nr,0.5,nr,0.2,0.2,0.5,nr,nr,nr,nr,nr,nr,0.2,nr,nr,nr,nr,1.2,1.1,
05-05-2007,22,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,0.6,nr,nr,nr,nr,nr,0.4,nr,0.4,0.4,0.3,nr,nr,nr,nr,nr,nr,0.5,nr,nr,nr,nr,0.7,1.1,
