Promedio horarios de wspPromedio horarios de wsp
Fecha,Hora,ACO,AJU,ATI,CAM,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IMP,IZT,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL,
01-09-2007,18,nr,nr,nr,nr,1.3,2.5,nr,nr,0.5,nr,0.7,nr,nr,nr,nr,nr,1,nr,nr,0.7,1.2,nr,nr,nr,nr,nr,nr,1.1,nr,nr,nr,nr,1.9,2.5,
01-09-2007,19,nr,nr,nr,nr,1,1.9,nr,nr,0.4,nr,0.6,nr,nr,nr,nr,nr,1.2,nr,nr,0.5,1.5,nr,nr,nr,nr,nr,nr,1.3,nr,nr,nr,nr,2.4,1.6,
01-09-2007,20,nr,nr,nr,nr,1.3,1.6,nr,nr,0.6,nr,0.6,nr,nr,nr,nr,nr,1.1,nr,nr,0.7,1,nr,nr,nr,nr,nr,nr,1.3,nr,nr,nr,nr,2.1,1.1,
01-09-2007,21,nr,nr,nr,nr,1.2,1.6,nr,nr,0.5,nr,1.1,nr,nr,nr,nr,nr,1.2,nr,nr,0.5,1,nr,nr,nr,nr,nr,nr,1.3,nr,nr,nr,nr,2,1.3,
01-09-2007,22,nr,nr,nr,nr,1,1.4,nr,nr,0.7,nr,0.8,nr,nr,nr,nr,nr,1.2,nr,nr,0.5,0.9,nr,nr,nr,nr,nr,nr,1.1,nr,nr,nr,nr,2,1.1,
01-09-2007,23,nr,nr,nr,nr,0.6,1.6,nr,nr,0.5,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,nr,0.3,0.5,nr,nr,nr,nr,nr,nr,0.9,nr,nr,nr,nr,1.5,1,
01-09-2007,24,nr,nr,nr,nr,0.8,1.2,nr,nr,0.5,nr,0,nr,nr,nr,nr,nr,0.5,nr,nr,0.2,0.7,nr,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,1.3,0.6,
02-09-2007,1,nr,nr,nr,nr,1.2,2.1,nr,nr,0.3,nr,0.4,nr,nr,nr,nr,nr,0.6,nr,nr,0.5,0.8,nr,nr,nr,nr,nr,nr,0.9,nr,nr,nr,nr,1.3,0.8,
02-09-2007,2,nr,nr,nr,nr,0.8,1.4,nr,nr,0.4,nr,0.4,nr,nr,nr,nr,nr,0.5,nr,nr,0.2,0.8,nr,nr,nr,nr,nr,nr,0.8,nr,nr,nr,nr,1.6,0.7,
02-09-2007,3,nr,nr,nr,nr,0.7,1.4,nr,nr,0.4,nr,0.2,nr,nr,nr,nr,nr,0.4,nr,nr,0,0.4,nr,nr,nr,nr,nr,nr,0.8,nr,nr,nr,nr,1.5,0.4,
02-09-2007,4,nr,nr,nr,nr,0.5,1.2,nr,nr,0.3,nr,0,nr,nr,nr,nr,nr,0.3,nr,nr,0.1,0.5,nr,nr,nr,nr,nr,nr,0.9,nr,nr,nr,nr,1.2,0.4,
02-09-2007,5,nr,nr,nr,nr,0.1,0.8,nr,nr,0.5,nr,0.6,nr,nr,nr,nr,nr,0.2,nr,nr,0.1,0.9,nr,nr,nr,nr,nr,nr,1,nr,nr,nr,nr,1,0.7,
02-09-2007,6,nr,nr,nr,nr,0.4,1,nr,nr,0.3,nr,0.5,nr,nr,nr,nr,nr,0.1,nr,nr,0.2,0.7,nr,nr,nr,nr,nr,nr,0.8,nr,nr,nr,nr,1.5,0.5,
02-09-2007,7,nr,nr,nr,nr,0.4,1.2,nr,nr,0.4,nr,0.5,nr,nr,nr,nr,nr,0.4,nr,nr,0.3,0.3,nr,nr,nr,nr,nr,nr,0.8,nr,nr,nr,nr,1.3,0.8,
02-09-2007,8,nr,nr,nr,nr,0.5,1.2,nr,nr,0.3,nr,0.1,nr,nr,nr,nr,nr,0.4,nr,nr,0.3,0.5,nr,nr,nr,nr,nr,nr,0.8,nr,nr,nr,nr,0.6,0.7,
02-09-2007,9,nr,nr,nr,nr,0.7,1.5,nr,nr,0.5,nr,0.3,nr,nr,nr,nr,nr,0.3,nr,nr,0.3,0.7,nr,nr,nr,nr,nr,nr,0.9,nr,nr,nr,nr,0.9,0.9,
02-09-2007,10,nr,nr,nr,nr,1.1,2,nr,nr,0.1,nr,0.5,nr,nr,nr,nr,nr,0.6,nr,nr,0.2,0.7,nr,nr,nr,nr,nr,nr,0.9,nr,nr,nr,nr,1.3,0.9,
02-09-2007,11,nr,nr,nr,nr,0.8,2.3,nr,nr,0.4,nr,0.6,nr,nr,nr,nr,nr,0.5,nr,nr,0.3,0.8,nr,nr,nr,nr,nr,nr,0.8,nr,nr,nr,nr,1.5,0.8,
02-09-2007,12,nr,nr,nr,nr,0.8,2.5,nr,nr,0.4,nr,0.4,nr,nr,nr,nr,nr,0.1,nr,nr,0.4,1.1,nr,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,1.7,0.8,
02-09-2007,13,nr,nr,nr,nr,1.7,2.6,nr,nr,0.3,nr,0.4,nr,nr,nr,nr,nr,1,nr,nr,0.3,1.3,nr,nr,nr,nr,nr,nr,0.9,nr,nr,nr,nr,2.2,1.3,
02-09-2007,14,nr,nr,nr,nr,1.8,2.8,nr,nr,0.9,nr,0.9,nr,nr,nr,nr,nr,1.6,nr,nr,0.8,1.4,nr,nr,nr,nr,nr,nr,1.1,nr,nr,nr,nr,2.6,1.6,
02-09-2007,16,nr,nr,nr,nr,1.7,2.7,nr,nr,1.4,nr,0.8,nr,nr,nr,nr,nr,1.3,nr,nr,0.5,1.3,nr,nr,nr,nr,nr,nr,0.9,nr,nr,nr,nr,1.3,1.9,
02-09-2007,17,nr,nr,nr,nr,1.2,2.6,nr,nr,0.9,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,nr,0.6,1.2,nr,nr,nr,nr,nr,nr,0.8,nr,nr,nr,nr,1.1,0.9,
02-09-2007,18,nr,nr,nr,nr,0.5,2.5,nr,nr,0.2,nr,0.7,nr,nr,nr,nr,nr,0.6,nr,nr,0.6,1.8,nr,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,0.8,1.3,
02-09-2007,19,nr,nr,nr,nr,1.2,2,nr,nr,0.4,nr,0.4,nr,nr,nr,nr,nr,1.3,nr,nr,0.5,1.5,nr,nr,nr,nr,nr,nr,0.6,nr,nr,nr,nr,1.5,1.7,
02-09-2007,20,nr,nr,nr,nr,1,1.7,nr,nr,1.1,nr,0.8,nr,nr,nr,nr,nr,1.1,nr,nr,0.5,1.1,nr,nr,nr,nr,nr,nr,0.5,nr,nr,nr,nr,1.5,1.5,
02-09-2007,21,nr,nr,nr,nr,0.9,1.3,nr,nr,0.8,nr,0.7,nr,nr,nr,nr,nr,0.9,nr,nr,0.6,0.9,nr,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,1,0.7,
02-09-2007,22,nr,nr,nr,nr,0.6,1.5,nr,nr,1.1,nr,0.7,nr,nr,nr,nr,nr,0.6,nr,nr,0.7,0.3,nr,nr,nr,nr,nr,nr,0.6,nr,nr,nr,nr,0.1,0.5,
02-09-2007,23,nr,nr,nr,nr,0.7,1.5,nr,nr,0.5,nr,0.4,nr,nr,nr,nr,nr,0.2,nr,nr,0.6,0.2,nr,nr,nr,nr,nr,nr,0.8,nr,nr,nr,nr,0.6,0.6,
02-09-2007,24,nr,nr,nr,nr,0.5,1.3,nr,nr,0.2,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,nr,0.5,0.4,nr,nr,nr,nr,nr,nr,0.9,nr,nr,nr,nr,0.7,0.2,
03-09-2007,1,nr,nr,nr,nr,0.3,0.7,nr,nr,0.5,nr,0.5,nr,nr,nr,nr,nr,0.7,nr,nr,0.5,0.3,nr,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,0.5,0.4,
03-09-2007,2,nr,nr,nr,nr,0.1,1.4,nr,nr,0.5,nr,0.3,nr,nr,nr,nr,nr,0.4,nr,nr,0.3,0.4,nr,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,0.2,0.6,
03-09-2007,3,nr,nr,nr,nr,nr,1,nr,nr,0.4,nr,0.2,nr,nr,nr,nr,nr,0.2,nr,nr,0.2,0.4,nr,nr,nr,nr,nr,nr,0.8,nr,nr,nr,nr,0.2,0.4,
03-09-2007,4,nr,nr,nr,nr,0.1,0.4,nr,nr,0.5,nr,0.1,nr,nr,nr,nr,nr,0.4,nr,nr,0.1,0.5,nr,nr,nr,nr,nr,nr,0.5,nr,nr,nr,nr,0.5,0.5,
03-09-2007,5,nr,nr,nr,nr,0.1,0.3,nr,nr,0.4,nr,0.1,nr,nr,nr,nr,nr,0.3,nr,nr,nr,0.2,nr,nr,nr,nr,nr,nr,0.6,nr,nr,nr,nr,nr,0.4,
03-09-2007,6,nr,nr,nr,nr,0.4,0.5,nr,nr,0.2,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,nr,nr,0.4,nr,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,0.3,0.4,
03-09-2007,7,nr,nr,nr,nr,0.4,0.4,nr,nr,0.5,nr,0.4,nr,nr,nr,nr,nr,0.3,nr,nr,nr,0.3,nr,nr,nr,nr,nr,nr,0.5,nr,nr,nr,nr,0.5,0.4,
03-09-2007,8,nr,nr,nr,nr,0.2,0.4,nr,nr,0.4,nr,0.3,nr,nr,nr,nr,nr,0.4,nr,nr,0.4,0.4,nr,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,0.3,0.3,
03-09-2007,9,nr,nr,nr,nr,0.1,0.7,nr,nr,0.4,nr,0.3,nr,nr,nr,nr,nr,0.1,nr,nr,0.4,0.6,nr,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,0.3,0.7,
03-09-2007,10,nr,nr,nr,nr,0.3,0.4,nr,nr,0.6,nr,0.4,nr,nr,nr,nr,nr,0.2,nr,nr,0.4,0.4,nr,nr,nr,nr,nr,nr,0.6,nr,nr,nr,nr,0.7,0.4,
03-09-2007,11,nr,nr,nr,nr,0.1,0.2,nr,nr,0.4,nr,0.6,nr,nr,nr,nr,nr,0.2,nr,nr,0.5,0.3,nr,nr,nr,nr,nr,nr,0.3,nr,nr,nr,nr,1,0.6,
03-09-2007,12,nr,nr,nr,nr,0.3,nr,nr,nr,1.2,nr,0.7,nr,nr,nr,nr,nr,nr,nr,nr,0.6,0.4,nr,nr,nr,nr,nr,nr,0.2,nr,nr,nr,nr,1.3,0.4,
03-09-2007,13,nr,nr,nr,nr,0.3,0.9,nr,nr,1.2,nr,0.8,nr,nr,nr,nr,nr,nr,nr,nr,0.4,0.5,nr,nr,nr,nr,nr,nr,0.6,nr,nr,nr,nr,1.5,0.6,
03-09-2007,14,nr,nr,nr,nr,0.8,0.9,nr,nr,0.3,nr,0.4,nr,nr,nr,nr,nr,0.7,nr,nr,0.5,0.9,nr,nr,nr,nr,nr,nr,0.5,nr,nr,nr,nr,1.4,1.1,
03-09-2007,16,nr,nr,nr,nr,0.8,1.4,nr,nr,2.2,nr,0.9,nr,nr,nr,nr,nr,nr,nr,nr,0.9,1.1,nr,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,0.8,1.4,
03-09-2007,17,nr,nr,nr,nr,0.3,0.5,nr,nr,1.5,nr,1.4,nr,nr,nr,nr,nr,nr,nr,nr,0.8,1.4,nr,nr,nr,nr,nr,nr,1.7,nr,nr,nr,nr,1.1,1.1,
03-09-2007,18,nr,nr,nr,nr,0.5,0.9,nr,nr,0.9,nr,1.4,nr,nr,nr,nr,nr,1.2,nr,nr,0.8,1.5,nr,nr,nr,nr,nr,nr,1.5,nr,nr,nr,nr,0.9,0.8,
03-09-2007,19,nr,nr,nr,nr,0.4,0.5,nr,nr,1.2,nr,0.5,nr,nr,nr,nr,nr,0.9,nr,nr,0.4,1.1,nr,nr,nr,nr,nr,nr,1,nr,nr,nr,nr,0.8,0.4,
03-09-2007,20,nr,nr,nr,nr,0.4,0.6,nr,nr,0.8,nr,0.4,nr,nr,nr,nr,nr,0.7,nr,nr,0.4,0.9,nr,nr,nr,nr,nr,nr,0.8,nr,nr,nr,nr,0.8,0.5,
03-09-2007,21,nr,nr,nr,nr,0.4,0.4,nr,nr,1,nr,0.2,nr,nr,nr,nr,nr,0.7,nr,nr,0.6,0.8,nr,nr,nr,nr,nr,nr,0.8,nr,nr,nr,nr,0.5,0.1,
03-09-2007,22,nr,nr,nr,nr,0,0.4,nr,nr,0.3,nr,0.1,nr,nr,nr,nr,nr,0.5,nr,nr,0.6,0.7,nr,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,0.7,0.5,
03-09-2007,23,nr,nr,nr,nr,0.1,0.4,nr,nr,0.8,nr,0.1,nr,nr,nr,nr,nr,0.1,nr,nr,0.1,0.6,nr,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,0.6,0,
03-09-2007,24,nr,nr,nr,nr,0.1,0.3,nr,nr,0.9,nr,0.1,nr,nr,nr,nr,nr,0.5,nr,nr,0.5,0.7,nr,nr,nr,nr,nr,nr,0.3,nr,nr,nr,nr,0.6,1,
04-09-2007,1,nr,nr,nr,nr,0.1,0.3,nr,nr,0.8,nr,0.3,nr,nr,nr,nr,nr,0.3,nr,nr,0.1,0.4,nr,nr,nr,nr,nr,nr,0.6,nr,nr,nr,nr,0.6,0.1,
04-09-2007,2,nr,nr,nr,nr,0.1,0.4,nr,nr,0.1,nr,0.2,nr,nr,nr,nr,nr,0.2,nr,nr,0.2,0.3,nr,nr,nr,nr,nr,nr,0.2,nr,nr,nr,nr,0.5,0.1,
04-09-2007,3,nr,nr,nr,nr,0.1,0.4,nr,nr,0.3,nr,0.1,nr,nr,nr,nr,nr,0.2,nr,nr,0.1,0.4,nr,nr,nr,nr,nr,nr,0.5,nr,nr,nr,nr,nr,0.5,
04-09-2007,4,nr,nr,nr,nr,nr,0.4,nr,nr,0.1,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,nr,0.3,0.2,nr,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,0.7,0.1,
04-09-2007,5,nr,nr,nr,nr,nr,0.2,nr,nr,0.5,nr,0.1,nr,nr,nr,nr,nr,0.3,nr,nr,0.1,0.3,nr,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,0.6,0.5,
04-09-2007,6,nr,nr,nr,nr,nr,0.3,nr,nr,0.3,nr,0.3,nr,nr,nr,nr,nr,nr,nr,nr,0.2,0.4,nr,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,0.2,0.4,
04-09-2007,7,nr,nr,nr,nr,0.1,0.4,nr,nr,0.4,nr,0.3,nr,nr,nr,nr,nr,nr,nr,nr,0.3,0.6,nr,nr,nr,nr,nr,nr,0.6,nr,nr,nr,nr,nr,0.5,
04-09-2007,8,nr,nr,nr,nr,0.4,0.2,nr,nr,0,nr,0.4,nr,nr,nr,nr,nr,nr,nr,nr,0.1,0.4,nr,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,0.1,0.4,
04-09-2007,9,nr,nr,nr,nr,0.2,0.4,nr,nr,0.1,nr,0.3,nr,nr,nr,nr,nr,0.1,nr,nr,0.2,0.4,nr,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,0.6,0.5,
04-09-2007,10,nr,nr,nr,nr,0.2,0.4,nr,nr,0.2,nr,0.1,nr,nr,nr,nr,nr,0.6,nr,nr,0.9,0.3,nr,nr,nr,nr,nr,nr,0.5,nr,nr,nr,nr,nr,1.4,
04-09-2007,11,nr,nr,nr,nr,0.3,0.4,nr,nr,2.1,nr,0.4,nr,nr,nr,nr,nr,0.3,nr,nr,0.4,0.3,nr,nr,nr,nr,nr,nr,0.3,nr,nr,nr,nr,0.9,0.3,
04-09-2007,12,nr,nr,nr,nr,0.3,0.6,nr,nr,1,nr,0.7,nr,nr,nr,nr,nr,0.4,nr,nr,0.4,0.5,nr,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,0.9,0.6,
04-09-2007,13,nr,nr,nr,nr,0.5,0.6,nr,nr,nr,nr,0.5,nr,nr,nr,nr,nr,0.1,nr,nr,0.6,0.3,nr,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,1,0.4,
04-09-2007,14,nr,nr,nr,nr,0.3,0.8,nr,nr,nr,nr,0.6,nr,nr,nr,nr,nr,0.3,nr,nr,0.5,0.2,nr,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,0.4,0.5,
04-09-2007,16,nr,nr,nr,nr,0.6,1.9,nr,nr,1.1,nr,0.6,nr,nr,nr,nr,nr,1.3,nr,nr,0.8,0.6,nr,nr,nr,nr,nr,nr,0.6,nr,nr,nr,nr,1.4,0.7,
04-09-2007,17,nr,nr,nr,nr,0.6,0.9,nr,nr,1.5,nr,0.8,nr,nr,nr,nr,nr,0.5,nr,nr,0.7,1.2,nr,nr,nr,nr,nr,nr,0.9,nr,nr,nr,nr,1.8,1.3,
04-09-2007,18,nr,nr,nr,nr,0.4,0.7,nr,nr,1.3,nr,0.5,nr,nr,nr,nr,nr,0.7,nr,nr,0.9,0.8,nr,nr,nr,nr,nr,nr,0.6,nr,nr,nr,nr,0.5,0.5,
04-09-2007,19,nr,nr,nr,nr,0.4,0.4,nr,nr,1.3,nr,0.4,nr,nr,nr,nr,nr,0.6,nr,nr,0.8,0.6,nr,nr,nr,nr,nr,nr,1,nr,nr,nr,nr,0.4,0.7,
04-09-2007,20,nr,nr,nr,nr,0.2,0.8,nr,nr,1.7,nr,0.3,nr,nr,nr,nr,nr,0.9,nr,nr,0.4,0.8,nr,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,1,1,
04-09-2007,21,nr,nr,nr,nr,0.1,0.4,nr,nr,1.4,nr,0.2,nr,nr,nr,nr,nr,0.4,nr,nr,0.4,0.1,nr,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,0.7,0.2,
04-09-2007,22,nr,nr,nr,nr,0.2,nr,nr,nr,0.4,nr,0.4,nr,nr,nr,nr,nr,0.5,nr,nr,0.6,0.5,nr,nr,nr,nr,nr,nr,0.8,nr,nr,nr,nr,0.7,0.3,
04-09-2007,23,nr,nr,nr,nr,0.4,0.2,nr,nr,0.4,nr,0.2,nr,nr,nr,nr,nr,0.5,nr,nr,0.4,0.5,nr,nr,nr,nr,nr,nr,0.6,nr,nr,nr,nr,0.2,0.8,
04-09-2007,24,nr,nr,nr,nr,0.4,0.6,nr,nr,0.6,nr,0.5,nr,nr,nr,nr,nr,0.4,nr,nr,0.4,0.2,nr,nr,nr,nr,nr,nr,0.9,nr,nr,nr,nr,0.8,0.6,
05-09-2007,1,nr,nr,nr,nr,0.3,0.5,nr,nr,0.4,nr,0.4,nr,nr,nr,nr,nr,0.5,nr,nr,0.5,0.6,nr,nr,nr,nr,nr,nr,0.8,nr,nr,nr,nr,nr,0.3,
05-09-2007,2,nr,nr,nr,nr,0.4,0.3,nr,nr,1,nr,0,nr,nr,nr,nr,nr,0.8,nr,nr,0.1,0.4,nr,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,0.6,0.3,
05-09-2007,3,nr,nr,nr,nr,0.3,nr,nr,nr,0.3,nr,0.2,nr,nr,nr,nr,nr,0.6,nr,nr,0.2,0.4,nr,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,0.2,0.3,
05-09-2007,4,nr,nr,nr,nr,0.3,0.2,nr,nr,0.6,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,nr,0.3,0.6,nr,nr,nr,nr,nr,nr,0.8,nr,nr,nr,nr,nr,0.4,
05-09-2007,5,nr,nr,nr,nr,0.2,0.3,nr,nr,0.3,nr,0.1,nr,nr,nr,nr,nr,0.3,nr,nr,0.4,1.2,nr,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,nr,0.3,
05-09-2007,6,nr,nr,nr,nr,0,0.4,nr,nr,0.3,nr,0.5,nr,nr,nr,nr,nr,0.6,nr,nr,0.3,0.9,nr,nr,nr,nr,nr,nr,0.5,nr,nr,nr,nr,nr,0.4,
05-09-2007,7,nr,nr,nr,nr,0,nr,nr,nr,0.1,nr,0.1,nr,nr,nr,nr,nr,0.3,nr,nr,0.3,0.6,nr,nr,nr,nr,nr,nr,0.6,nr,nr,nr,nr,0.2,0.4,
05-09-2007,8,nr,nr,nr,nr,0.1,0.2,nr,nr,0.6,nr,0.4,nr,nr,nr,nr,nr,0.9,nr,nr,0.1,0.3,nr,nr,nr,nr,nr,nr,0.2,nr,nr,nr,nr,nr,0.3,
05-09-2007,9,nr,nr,nr,nr,0.1,0.2,nr,nr,0.1,nr,0.4,nr,nr,nr,nr,nr,0.2,nr,nr,0.2,0.4,nr,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,0.5,0.5,
05-09-2007,10,nr,nr,nr,nr,0.1,0.4,nr,nr,0.8,nr,0.2,nr,nr,nr,nr,nr,0.1,nr,nr,0.4,0.4,nr,nr,nr,nr,nr,nr,0.2,nr,nr,nr,nr,0.7,0,
05-09-2007,11,nr,nr,nr,nr,0.4,0.4,nr,nr,0.8,nr,0.3,nr,nr,nr,nr,nr,0.2,nr,nr,0.3,0.5,nr,nr,nr,nr,nr,nr,0,nr,nr,nr,nr,1.1,0.4,
05-09-2007,12,nr,nr,nr,nr,0.1,0.5,nr,nr,0.6,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,nr,0.2,0.4,nr,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,1,0.5,
05-09-2007,13,nr,nr,nr,nr,0.4,0.5,nr,nr,1,nr,0.7,nr,nr,nr,nr,nr,0.4,nr,nr,0.6,0.4,nr,nr,nr,nr,nr,nr,0.7,nr,nr,nr,nr,1.3,0.7,
05-09-2007,14,nr,nr,nr,nr,0.3,0.8,nr,nr,1.3,nr,1.1,nr,nr,nr,nr,nr,0.5,nr,nr,nr,0.8,nr,nr,nr,nr,nr,nr,0.8,nr,nr,nr,nr,1,0.8,
05-09-2007,16,nr,nr,nr,nr,0.6,1.3,nr,nr,1.3,nr,1,nr,nr,nr,nr,nr,0.4,nr,nr,nr,0.8,nr,nr,nr,nr,nr,nr,1.1,nr,nr,nr,nr,nr,0.8,
05-09-2007,17,nr,nr,nr,nr,0.5,0.1,nr,nr,2.2,nr,0.4,nr,nr,nr,nr,nr,0.8,nr,nr,0.4,1.5,nr,nr,nr,nr,nr,nr,1.3,nr,nr,nr,nr,0.7,1.4,
05-09-2007,18,nr,nr,nr,nr,0.2,1,nr,nr,1,nr,0.7,nr,nr,nr,nr,nr,0.7,nr,nr,0.8,0.8,nr,nr,nr,nr,nr,nr,1,nr,nr,nr,nr,0.8,0.3,
05-09-2007,19,nr,nr,nr,nr,0.2,1,nr,nr,1.3,nr,0.3,nr,nr,nr,nr,nr,0.6,nr,nr,0.4,0.9,nr,nr,nr,nr,nr,nr,0.2,nr,nr,nr,nr,0.8,0.8,
05-09-2007,20,nr,nr,nr,nr,0.2,0.3,nr,nr,0.6,nr,0.4,nr,nr,nr,nr,nr,0.5,nr,nr,0.3,1.2,nr,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,0.8,0.8,
05-09-2007,21,nr,nr,nr,nr,0.1,0.7,nr,nr,0.8,nr,0.4,nr,nr,nr,nr,nr,0.7,nr,nr,0.4,0.6,nr,nr,nr,nr,nr,nr,0.9,nr,nr,nr,nr,0.6,nr,
05-09-2007,22,nr,nr,nr,nr,0.2,0.8,nr,nr,0.4,nr,0.8,nr,nr,nr,nr,nr,0.7,nr,nr,0.2,0.6,nr,nr,nr,nr,nr,nr,1.1,nr,nr,nr,nr,0.8,nr,
